Price,Adj Close,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,,
2022-02-22 00:00:00+00:00,278.9685974121094,287.7200012207031,291.5400085449219,284.5,285.0,41736100
2022-02-23 00:00:00+00:00,271.7451477050781,280.2699890136719,291.70001220703125,280.1000061035156,290.17999267578125,37811200
2022-02-24 00:00:00+00:00,285.629638671875,294.5899963378906,295.1600036621094,271.5199890136719,272.510009765625,56989700
2022-02-25 00:00:00+00:00,288.26690673828125,297.30999755859375,297.6300048828125,291.6499938964844,295.1400146484375,32546700
2022-02-28 00:00:00+00:00,289.7019348144531,298.7900085449219,299.1400146484375,293.0,294.30999755859375,34627500
2022-03-01 00:00:00+00:00,285.9786376953125,294.95001220703125,299.9700012207031,292.1499938964844,296.3999938964844,31217800
2022-03-02 00:00:00+00:00,291.0592956542969,300.19000244140625,301.4700012207031,293.70001220703125,295.3599853515625,31873000
2022-03-03 00:00:00+00:00,286.919189453125,295.9200134277344,303.1300048828125,294.04998779296875,302.8900146484375,27314500
2022-03-04 00:00:00+00:00,281.04345703125,289.8599853515625,295.6600036621094,287.1700134277344,294.2900085449219,32356500
2022-03-07 00:00:00+00:00,270.426513671875,278.9100036621094,289.69000244140625,278.5299987792969,288.5299987792969,43157200
2022-03-08 00:00:00+00:00,267.4595947265625,275.8500061035156,283.9599914550781,270.0,277.79998779296875,48159500
2022-03-09 00:00:00+00:00,279.724853515625,288.5,289.6000061035156,280.7799987792969,283.44000244140625,35204500
2022-03-10 00:00:00+00:00,276.9034118652344,285.5899963378906,286.6000061035156,280.5799865722656,283.0199890136719,30628000
2022-03-11 00:00:00+00:00,271.5513000488281,280.07000732421875,289.510009765625,279.42999267578125,287.9599914550781,27209300
2022-03-14 00:00:00+00:00,268.0317077636719,276.44000244140625,285.3999938964844,275.82000732421875,280.3399963378906,30660700
2022-03-15 00:00:00+00:00,278.4158935546875,287.1499938964844,287.82000732421875,278.7300109863281,280.3500061035156,34245100
2022-03-16 00:00:00+00:00,285.4357604980469,294.3900146484375,294.57000732421875,283.20001220703125,289.1099853515625,37826300
2022-03-17 00:00:00+00:00,286.24053955078125,295.2200012207031,295.6099853515625,289.3699951171875,293.2900085449219,30816600
2022-03-18 00:00:00+00:00,291.2920227050781,300.42999267578125,301.0,292.7300109863281,295.3699951171875,43390600
2022-03-21 00:00:00+00:00,290.0606689453125,299.1600036621094,300.1400146484375,294.8999938964844,298.8900146484375,28351200
2022-03-22 00:00:00+00:00,294.81158447265625,304.05999755859375,305.0,298.7699890136719,299.79998779296875,27599700
2022-03-23 00:00:00+00:00,290.3805236816406,299.489990234375,303.2300109863281,297.7200012207031,300.510009765625,25715400
2022-03-24 00:00:00+00:00,294.8503723144531,304.1000061035156,304.20001220703125,298.32000732421875,299.1400146484375,24484500
2022-03-25 00:00:00+00:00,294.443115234375,303.67999267578125,305.5,299.2900085449219,305.2300109863281,22566500
2022-03-28 00:00:00+00:00,301.2496032714844,310.70001220703125,310.79998779296875,304.3299865722656,304.3299865722656,29578200
2022-03-29 00:00:00+00:00,305.8164367675781,315.4100036621094,315.82000732421875,309.04998779296875,313.9100036621094,30393400
2022-03-30 00:00:00+00:00,304.3135070800781,313.8599853515625,315.95001220703125,311.5799865722656,313.760009765625,28163600
2022-03-31 00:00:00+00:00,298.93231201171875,308.30999755859375,315.1400146484375,307.8900146484375,313.8999938964844,33422100
2022-04-01 00:00:00+00:00,300.008544921875,309.4200134277344,310.1300048828125,305.5400085449219,309.3699951171875,27110500
2022-04-04 00:00:00+00:00,305.3897705078125,314.9700012207031,315.1099853515625,309.7099914550781,310.0899963378906,24289600
2022-04-05 00:00:00+00:00,301.42413330078125,310.8800048828125,314.8699951171875,309.8699951171875,313.2699890136719,23156700
2022-04-06 00:00:00+00:00,290.39031982421875,299.5,307.0,296.7099914550781,305.19000244140625,40110400
2022-04-07 00:00:00+00:00,292.2033996582031,301.3699951171875,303.6499938964844,296.3500061035156,296.6600036621094,31411200
2022-04-08 00:00:00+00:00,287.937255859375,296.9700012207031,301.1199951171875,296.2799987792969,300.44000244140625,24361900
2022-04-11 00:00:00+00:00,276.5834045410156,285.260009765625,292.6099853515625,285.0,291.7900085449219,34569300
2022-04-12 00:00:00+00:00,273.480712890625,282.05999755859375,290.739990234375,280.489990234375,289.239990234375,30966700
2022-04-13 00:00:00+00:00,278.8716125488281,287.6199951171875,288.5799865722656,281.29998779296875,282.7300109863281,21907200
2022-04-14 00:00:00+00:00,271.31854248046875,279.8299865722656,288.30999755859375,279.32000732421875,288.0899963378906,28221600
2022-04-18 00:00:00+00:00,271.987548828125,280.5199890136719,282.4599914550781,278.3399963378906,278.9100036621094,20778000
2022-04-19 00:00:00+00:00,276.6222229003906,285.29998779296875,286.1700134277344,278.4100036621094,279.3800048828125,22297700
2022-04-20 00:00:00+00:00,277.64996337890625,286.3599853515625,289.70001220703125,285.3699951171875,289.3999938964844,22906700
2022-04-21 00:00:00+00:00,272.2687683105469,280.80999755859375,293.29998779296875,280.05999755859375,288.5799865722656,29454600
2022-04-22 00:00:00+00:00,265.69500732421875,274.0299987792969,283.20001220703125,273.3800048828125,281.67999267578125,29405800
2022-04-25 00:00:00+00:00,272.1815185546875,280.7200012207031,281.1099853515625,270.7699890136719,273.2900085449219,35678900
2022-04-26 00:00:00+00:00,262.00091552734375,270.2200012207031,278.3599853515625,270.0,277.5,46518400
2022-04-27 00:00:00+00:00,274.60540771484375,283.2200012207031,290.9700012207031,279.1600036621094,282.1000061035156,63477700
2022-04-28 00:00:00+00:00,280.82049560546875,289.6300048828125,290.9800109863281,281.4599914550781,285.19000244140625,33646600
2022-04-29 00:00:00+00:00,269.07879638671875,277.5199890136719,289.8800048828125,276.5,288.6099853515625,37073900
2022-05-02 00:00:00+00:00,275.8174743652344,284.4700012207031,284.94000244140625,276.2200012207031,277.7099914550781,35151100
2022-05-03 00:00:00+00:00,273.2092590332031,281.7799987792969,284.1300048828125,280.1499938964844,283.9599914550781,25978600
2022-05-04 00:00:00+00:00,281.15985107421875,289.9800109863281,290.8800048828125,276.7300109863281,282.5899963378906,33599300
2022-05-05 00:00:00+00:00,268.91400146484375,277.3500061035156,286.3500061035156,274.3399963378906,285.5400085449219,43260400
2022-05-06 00:00:00+00:00,266.37371826171875,274.7300109863281,279.25,271.2699890136719,274.80999755859375,37780300
2022-05-09 00:00:00+00:00,256.53240966796875,264.5799865722656,272.3599853515625,263.32000732421875,270.05999755859375,47726000
2022-05-10 00:00:00+00:00,261.30279541015625,269.5,273.75,265.07000732421875,271.69000244140625,39336400
2022-05-11 00:00:00+00:00,252.62498474121094,260.54998779296875,271.3599853515625,259.29998779296875,265.67999267578125,48975900
2022-05-12 00:00:00+00:00,247.58319091796875,255.35000610351562,259.8800048828125,250.02000427246094,257.69000244140625,51033800
2022-05-13 00:00:00+00:00,253.17767333984375,261.1199951171875,263.0400085449219,255.35000610351562,257.3500061035156,34925100
2022-05-16 00:00:00+00:00,253.54611206054688,261.5,265.82000732421875,255.77999877929688,259.9599914550781,32550900
2022-05-17 00:00:00+00:00,258.70428466796875,266.82000732421875,268.3299865722656,262.4599914550781,266.1099853515625,28828800
2022-05-18 00:00:00+00:00,246.92556762695312,254.0800018310547,263.6000061035156,252.77000427246094,263.0,31356000
2022-05-19 00:00:00+00:00,246.01205444335938,253.13999938964844,257.6700134277344,251.8800048828125,253.89999389648438,32692300
2022-05-20 00:00:00+00:00,245.44837951660156,252.55999755859375,258.5400085449219,246.44000244140625,257.239990234375,39199300
2022-05-23 00:00:00+00:00,253.3105926513672,260.6499938964844,261.5,253.42999267578125,255.49000549316406,33175400
2022-05-24 00:00:00+00:00,252.30958557128906,259.6199951171875,261.3299865722656,253.5,257.8900146484375,29043900
2022-05-25 00:00:00+00:00,255.12791442871094,262.5199890136719,264.5799865722656,257.1300048828125,258.1400146484375,28547900
2022-05-26 00:00:00+00:00,258.4126892089844,265.8999938964844,267.1099853515625,261.42999267578125,262.2699890136719,25002100
2022-05-27 00:00:00+00:00,265.54608154296875,273.239990234375,273.3399963378906,267.55999755859375,268.4800109863281,26910800
2022-05-31 00:00:00+00:00,264.21466064453125,271.8699951171875,274.7699890136719,268.92999267578125,272.5299987792969,37827700
2022-06-01 00:00:00+00:00,264.7491455078125,272.4200134277344,277.69000244140625,270.0400085449219,275.20001220703125,25292200
2022-06-02 00:00:00+00:00,266.84832763671875,274.5799865722656,274.6499938964844,261.6000061035156,264.45001220703125,44008200
2022-06-03 00:00:00+00:00,262.41668701171875,270.0199890136719,273.45001220703125,268.4100036621094,270.30999755859375,28059000
2022-06-06 00:00:00+00:00,261.18255615234375,268.75,274.17999267578125,267.2200012207031,272.05999755859375,22400300
2022-06-07 00:00:00+00:00,264.8269348144531,272.5,273.1300048828125,265.94000244140625,266.6400146484375,22860700
2022-06-08 00:00:00+00:00,262.7957763671875,270.4100036621094,273.0,269.6099853515625,271.7099914550781,17372300
2022-06-09 00:00:00+00:00,257.3340759277344,264.7900085449219,272.7099914550781,264.6300048828125,267.7799987792969,26439700
2022-06-10 00:00:00+00:00,245.86627197265625,252.99000549316406,260.5799865722656,252.52999877929688,260.5799865722656,31422800
2022-06-13 00:00:00+00:00,235.4384307861328,242.25999450683594,249.02000427246094,241.52999877929688,245.11000061035156,46135800
2022-06-14 00:00:00+00:00,237.60562133789062,244.49000549316406,245.74000549316406,241.50999450683594,243.86000061035156,28651500
2022-06-15 00:00:00+00:00,244.6708984375,251.75999450683594,255.3000030517578,246.4199981689453,248.30999755859375,33111700
2022-06-16 00:00:00+00:00,238.0720977783203,244.97000122070312,247.4199981689453,243.02000427246094,245.97999572753906,33169200
2022-06-17 00:00:00+00:00,240.67662048339844,247.64999389648438,250.5,244.02999877929688,244.6999969482422,43084800
2022-06-21 00:00:00+00:00,246.5951690673828,253.74000549316406,254.75,249.50999450683594,250.25999450683594,29928300
2022-06-22 00:00:00+00:00,246.00230407714844,253.1300048828125,257.1700134277344,250.3699951171875,251.88999938964844,25939900
2022-06-23 00:00:00+00:00,251.57098388671875,258.8599853515625,259.3699951171875,253.6300048828125,255.57000732421875,25861400
2022-06-24 00:00:00+00:00,260.16204833984375,267.70001220703125,267.9800109863281,261.7200012207031,261.80999755859375,33923200
2022-06-27 00:00:00+00:00,257.4312438964844,264.8900146484375,268.29998779296875,263.2799987792969,268.2099914550781,24615100
2022-06-28 00:00:00+00:00,249.25802612304688,256.4800109863281,266.9100036621094,256.32000732421875,263.9800109863281,27295500
2022-06-29 00:00:00+00:00,252.93161010742188,260.260009765625,261.9700012207031,255.75999450683594,257.5899963378906,20069800
2022-06-30 00:00:00+00:00,249.59814453125,256.8299865722656,259.5299987792969,252.89999389648438,257.04998779296875,31730900
2022-07-01 00:00:00+00:00,252.27069091796875,259.5799865722656,259.7699890136719,254.61000061035156,256.3900146484375,22837700
2022-07-05 00:00:00+00:00,255.44857788085938,262.8500061035156,262.9800109863281,254.74000549316406,256.1600036621094,22941000
2022-07-06 00:00:00+00:00,258.71405029296875,266.2099914550781,267.989990234375,262.3999938964844,263.75,23824400
2022-07-07 00:00:00+00:00,260.8423767089844,268.3999938964844,269.05999755859375,265.0199890136719,265.1199951171875,20859900
2022-07-08 00:00:00+00:00,260.1231994628906,267.6600036621094,268.1000061035156,263.2900085449219,264.7900085449219,19658800
2022-07-11 00:00:00+00:00,257.0619812011719,264.510009765625,266.5299987792969,262.17999267578125,265.6499938964844,19455200
2022-07-12 00:00:00+00:00,246.52711486816406,253.6699981689453,265.94000244140625,252.0399932861328,265.8800048828125,35868500
2022-07-13 00:00:00+00:00,245.60389709472656,252.72000122070312,253.5500030517578,248.11000061035156,250.19000244140625,29497400
2022-07-14 00:00:00+00:00,246.92556762695312,254.0800018310547,255.13999938964844,245.94000244140625,250.57000732421875,25102800
2022-07-15 00:00:00+00:00,249.49127197265625,256.7200012207031,260.3699951171875,254.77000427246094,255.72000122070312,29774100
2022-07-18 00:00:00+00:00,247.0907745361328,254.25,260.8399963378906,253.3000030517578,259.75,20975000
2022-07-19 00:00:00+00:00,252.2220916748047,259.5299987792969,259.7200012207031,253.67999267578125,257.5799865722656,25012600
2022-07-20 00:00:00+00:00,254.8849639892578,262.2699890136719,264.8699951171875,258.9100036621094,259.8999938964844,22788300
2022-07-21 00:00:00+00:00,257.382568359375,264.8399963378906,264.8900146484375,257.0299987792969,259.7900085449219,22404700
2022-07-22 00:00:00+00:00,253.0287322998047,260.3599853515625,265.3299865722656,259.07000732421875,265.239990234375,21881300
2022-07-25 00:00:00+00:00,251.54180908203125,258.8299865722656,261.5,256.80999755859375,261.0,21056000
2022-07-26 00:00:00+00:00,244.80697631835938,251.89999389648438,259.8800048828125,249.57000732421875,259.8599853515625,39348000
2022-07-27 00:00:00+00:00,261.1727294921875,268.739990234375,270.04998779296875,258.8500061035156,261.1600036621094,45994000
2022-07-28 00:00:00+00:00,268.62677001953125,276.4100036621094,277.8399963378906,267.8699951171875,269.75,33459300
2022-07-29 00:00:00+00:00,272.83489990234375,280.739990234375,282.0,276.6300048828125,277.70001220703125,32152800
2022-08-01 00:00:00+00:00,270.1817932128906,278.010009765625,281.2799987792969,275.8399963378906,277.82000732421875,21539600
2022-08-02 00:00:00+00:00,267.0816650390625,274.82000732421875,277.8900146484375,272.3800048828125,276.0,22754200
2022-08-03 00:00:00+00:00,274.51617431640625,282.4700012207031,283.5,276.6099853515625,276.760009765625,23518900
2022-08-04 00:00:00+00:00,275.6629638671875,283.6499938964844,283.79998779296875,280.1700134277344,281.79998779296875,18098700
2022-08-05 00:00:00+00:00,274.9437561035156,282.9100036621094,283.6499938964844,278.67999267578125,279.1499938964844,16774600
2022-08-08 00:00:00+00:00,272.4267272949219,280.32000732421875,285.9200134277344,279.32000732421875,284.04998779296875,18739200
2022-08-09 00:00:00+00:00,274.3509216308594,282.29998779296875,283.0799865722656,277.6099853515625,279.6400146484375,23405200
2022-08-10 00:00:00+00:00,281.0177917480469,289.1600036621094,289.80999755859375,286.94000244140625,288.1700134277344,24687800
2022-08-11 00:00:00+00:00,278.93804931640625,287.0199890136719,291.2099914550781,286.510009765625,290.8500061035156,20065900
2022-08-12 00:00:00+00:00,283.6903991699219,291.9100036621094,291.9100036621094,286.94000244140625,288.4800109863281,22619700
2022-08-15 00:00:00+00:00,285.20635986328125,293.4700012207031,294.17999267578125,290.1099853515625,291.0,18085700
2022-08-16 00:00:00+00:00,284.4678039550781,292.7099914550781,294.0400085449219,290.4200134277344,291.989990234375,18102900
2022-08-17 00:00:00+00:00,283.7178955078125,291.32000732421875,293.3500061035156,289.4700012207031,289.739990234375,18253400
2022-08-18 00:00:00+00:00,282.5979309082031,290.1700134277344,291.9100036621094,289.0799865722656,290.19000244140625,17186200
2022-08-19 00:00:00+00:00,278.6827697753906,286.1499938964844,289.25,285.55999755859375,288.8999938964844,20570000
2022-08-22 00:00:00+00:00,270.5020751953125,277.75,282.4599914550781,277.2200012207031,282.0799865722656,25061100
2022-08-23 00:00:00+00:00,269.2262268066406,276.44000244140625,278.8599853515625,275.3999938964844,276.44000244140625,17527400
2022-08-24 00:00:00+00:00,268.5931396484375,275.7900085449219,277.2300109863281,275.1099853515625,275.4100036621094,18137000
2022-08-25 00:00:00+00:00,271.5733642578125,278.8500061035156,279.0199890136719,274.5199890136719,277.3299865722656,16583400
2022-08-26 00:00:00+00:00,261.0941467285156,268.0899963378906,280.3399963378906,267.9800109863281,279.0799865722656,27549300
2022-08-29 00:00:00+00:00,258.3087158203125,265.2300109863281,267.3999938964844,263.8500061035156,265.8500061035156,20338500
2022-08-30 00:00:00+00:00,256.1077880859375,262.9700012207031,267.04998779296875,260.6600036621094,266.6700134277344,22767100
2022-08-31 00:00:00+00:00,254.64688110351562,261.4700012207031,267.1099853515625,261.3299865722656,265.3900146484375,24791800
2022-09-01 00:00:00+00:00,253.60479736328125,260.3999938964844,260.8900146484375,255.41000366210938,258.8699951171875,23263400
2022-09-02 00:00:00+00:00,249.37803649902344,256.05999755859375,264.739990234375,254.47000122070312,261.70001220703125,22855400
2022-09-06 00:00:00+00:00,246.64138793945312,253.25,257.8299865722656,251.94000244140625,256.20001220703125,21328200
2022-09-07 00:00:00+00:00,251.3550567626953,258.0899963378906,258.8299865722656,253.22000122070312,254.6999969482422,24126700
2022-09-08 00:00:00+00:00,251.7738800048828,258.5199890136719,260.42999267578125,254.7899932861328,257.510009765625,20319900
2022-09-09 00:00:00+00:00,257.558837890625,264.4599914550781,265.2300109863281,260.2900085449219,260.5,22084700
2022-09-12 00:00:00+00:00,259.6916198730469,266.6499938964844,267.45001220703125,265.1600036621094,265.7799987792969,18747700
2022-09-13 00:00:00+00:00,245.4142608642578,251.99000549316406,260.3999938964844,251.58999633789062,258.8399963378906,33353300
2022-09-14 00:00:00+00:00,245.63821411132812,252.22000122070312,254.22999572753906,249.86000061035156,253.52999877929688,23913000
2022-09-15 00:00:00+00:00,238.9767303466797,245.3800048828125,251.39999389648438,244.02000427246094,249.77000427246094,31530900
2022-09-16 00:00:00+00:00,238.35345458984375,244.74000549316406,245.3000030517578,242.05999755859375,244.25999450683594,39791800
2022-09-19 00:00:00+00:00,238.13916015625,244.52000427246094,245.13999938964844,240.85000610351562,242.47000122070312,26826900
2022-09-20 00:00:00+00:00,236.12319946289062,242.4499969482422,243.50999450683594,239.63999938964844,242.07000732421875,26660300
2022-09-21 00:00:00+00:00,232.7145233154297,238.9499969482422,247.66000366210938,238.89999389648438,244.27000427246094,28625600
2022-09-22 00:00:00+00:00,234.69154357910156,240.97999572753906,243.86000061035156,237.57000732421875,237.8699951171875,31061200
2022-09-23 00:00:00+00:00,231.71141052246094,237.9199981689453,241.1300048828125,235.1999969482422,239.5399932861328,34176000
2022-09-26 00:00:00+00:00,231.253662109375,237.4499969482422,241.4499969482422,236.89999389648438,237.0500030517578,27694200
2022-09-27 00:00:00+00:00,230.24082946777344,236.41000366210938,241.8000030517578,234.5,239.97999572753906,27018700
2022-09-28 00:00:00+00:00,234.7792205810547,241.07000732421875,242.3300018310547,234.72999572753906,236.80999755859375,29029700
2022-09-29 00:00:00+00:00,231.30238342285156,237.5,239.9499969482422,234.41000366210938,238.88999938964844,27484200
2022-09-30 00:00:00+00:00,226.82240295410156,232.89999389648438,240.5399932861328,232.72999572753906,238.2899932861328,35694800
2022-10-03 00:00:00+00:00,234.45782470703125,240.74000549316406,241.61000061035156,234.66000366210938,235.41000366210938,28880400
2022-10-04 00:00:00+00:00,242.38543701171875,248.8800048828125,250.36000061035156,244.97999572753906,245.08999633789062,34888400
2022-10-05 00:00:00+00:00,242.6970672607422,249.1999969482422,250.5800018310547,244.10000610351562,245.99000549316406,20347100
2022-10-06 00:00:00+00:00,240.34994506835938,246.7899932861328,250.33999633789062,246.0800018310547,247.92999267578125,20239900
2022-10-07 00:00:00+00:00,228.12744140625,234.24000549316406,241.32000732421875,233.1699981689453,240.89999389648438,37769600
2022-10-10 00:00:00+00:00,223.2676544189453,229.25,234.55999755859375,226.72999572753906,233.0500030517578,29743600
2022-10-11 00:00:00+00:00,219.52784729003906,225.41000366210938,229.05999755859375,224.11000061035156,227.6199951171875,30474000
2022-10-12 00:00:00+00:00,219.8589630126953,225.75,227.86000061035156,223.9600067138672,225.39999389648438,21903900
2022-10-13 00:00:00+00:00,228.12744140625,234.24000549316406,236.10000610351562,219.1300048828125,219.85000610351562,42551800
2022-10-14 00:00:00+00:00,222.5956573486328,228.55999755859375,237.24000549316406,228.33999633789062,235.5399932861328,30198600
2022-10-17 00:00:00+00:00,231.33157348632812,237.52999877929688,238.9600067138672,235.13999938964844,235.82000732421875,28142300
2022-10-18 00:00:00+00:00,232.27627563476562,238.5,243.92999267578125,235.3699951171875,243.24000549316406,26329600
2022-10-19 00:00:00+00:00,230.30897521972656,236.47999572753906,239.61000061035156,234.2899932861328,237.0399932861328,19985700
2022-10-20 00:00:00+00:00,229.98757934570312,236.14999389648438,241.30999755859375,234.8699951171875,235.77000427246094,21811000
2022-10-21 00:00:00+00:00,235.80181884765625,242.1199951171875,243.0,234.5,234.74000549316406,26299700
2022-10-24 00:00:00+00:00,240.7979278564453,247.25,247.83999633789062,241.3000030517578,243.75999450683594,24911200
2022-10-25 00:00:00+00:00,244.11892700195312,250.66000366210938,251.0399932861328,245.8300018310547,247.25999450683594,34775500
2022-10-26 00:00:00+00:00,225.28363037109375,231.32000732421875,238.3000030517578,230.05999755859375,231.1699981689453,82543200
2022-10-27 00:00:00+00:00,220.83290100097656,226.75,233.69000244140625,225.77999877929688,231.0399932861328,40424600
2022-10-28 00:00:00+00:00,229.7148895263672,235.8699951171875,236.60000610351562,226.0500030517578,226.24000549316406,40647700
2022-10-31 00:00:00+00:00,226.07247924804688,232.1300048828125,234.9199981689453,231.14999389648438,233.75999450683594,28357300
2022-11-01 00:00:00+00:00,222.21580505371094,228.1699981689453,235.74000549316406,227.3300018310547,234.60000610351562,30592300
2022-11-02 00:00:00+00:00,214.35643005371094,220.10000610351562,231.3000030517578,220.0399932861328,229.4600067138672,38407000
2022-11-03 00:00:00+00:00,208.65907287597656,214.25,220.41000366210938,213.97999572753906,220.08999633789062,36633900
2022-11-04 00:00:00+00:00,215.61277770996094,221.38999938964844,221.58999633789062,213.42999267578125,217.5500030517578,36789100
2022-11-07 00:00:00+00:00,221.9236602783203,227.8699951171875,228.41000366210938,221.27999877929688,221.99000549316406,33498000
2022-11-08 00:00:00+00:00,222.89756774902344,228.8699951171875,231.64999389648438,225.83999633789062,228.6999969482422,28192500
2022-11-09 00:00:00+00:00,218.6513671875,224.50999450683594,228.6300048828125,224.3300018310547,227.3699951171875,27852900
2022-11-10 00:00:00+00:00,236.63934326171875,242.97999572753906,243.3300018310547,235.0,235.42999267578125,46268000
2022-11-11 00:00:00+00:00,240.66160583496094,247.11000061035156,247.99000549316406,241.92999267578125,242.99000549316406,34620200
2022-11-14 00:00:00+00:00,235.24668884277344,241.5500030517578,243.91000366210938,239.2100067138672,241.99000549316406,31123300
2022-11-15 00:00:00+00:00,235.6557159423828,241.97000122070312,247.0,240.02999877929688,245.66000366210938,31390100
2022-11-16 00:00:00+00:00,236.08543395996094,241.72999572753906,243.8000030517578,240.4199981689453,242.7899932861328,24093300
2022-11-17 00:00:00+00:00,236.03660583496094,241.67999267578125,243.25,237.6300048828125,237.77999877929688,23123500
2022-11-18 00:00:00+00:00,235.5873565673828,241.22000122070312,243.74000549316406,239.02999877929688,243.50999450683594,27613500
2022-11-21 00:00:00+00:00,236.3979949951172,242.0500030517578,244.6699981689453,241.19000244140625,241.42999267578125,26394700
2022-11-22 00:00:00+00:00,239.30841064453125,245.02999877929688,245.30999755859375,240.7100067138672,243.58999633789062,19665700
2022-11-23 00:00:00+00:00,241.79885864257812,247.5800018310547,248.27999877929688,244.27000427246094,245.11000061035156,19508500
2022-11-25 00:00:00+00:00,241.71096801757812,247.49000549316406,248.6999969482422,246.72999572753906,247.30999755859375,9200800
2022-11-28 00:00:00+00:00,236.11474609375,241.75999450683594,246.64999389648438,240.8000030517578,246.0800018310547,24778200
2022-11-29 00:00:00+00:00,234.71812438964844,240.3300018310547,242.7899932861328,238.2100067138672,241.39999389648438,17956300
2022-11-30 00:00:00+00:00,249.18231201171875,255.13999938964844,255.3300018310547,239.86000061035156,240.57000732421875,47594200
2022-12-01 00:00:00+00:00,248.74281311035156,254.69000244140625,256.1199951171875,250.9199981689453,253.8699951171875,26041500
2022-12-02 00:00:00+00:00,249.0651092529297,255.02000427246094,256.05999755859375,249.69000244140625,249.82000732421875,21528500
